,id,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,target
4802,27381,0.914,13878,156040,1,0,0,98.38,16,D,Urban,1
4803,1375,0.013,25565,315140,0,0,0,99.32,14,A,Urban,1
4804,2189,0.012,26295,135800,0,0,0,99.32,13,A,Rural,1
4805,58392,0.019,11325,171690,0,0,0,99.85,4,A,Rural,1
4806,66090,0.954,17894,61650,0,0,0,97.87,7,A,Rural,1
4807,11207,0.537,18265,180070,0,0,0,99.03,11,C,Urban,1
4808,104171,0.924,13510,145070,1,0,0,99.6,13,B,Urban,1
4809,39472,0.008,18630,411050,1,0,0,99.02,17,A,Rural,1
4810,22847,0.023,26657,73960,0,0,0,99.89,7,A,Rural,1
4811,95999,0.467,21183,120610,0,0,0,99.15,10,A,Rural,1
4812,5967,0.233,16073,245060,0,0,0,99.28,9,B,Rural,1
4813,23716,0.599,25193,84220,1,0,0,99.16,14,A,Urban,1
4814,106234,0.037,19724,205080,0,0,0,99.86,10,B,Urban,1
4815,99244,0.095,21185,126150,0,0,0,99.07,5,A,Urban,1
4816,80042,0.089,14246,250630,0,0,0,99.3,8,A,Rural,1
4817,79134,0,23731,329430,0,0,0,99.27,10,B,Urban,1
4818,106911,0.012,30672,195100,0,0,0,99.27,8,A,Urban,1
4819,77916,0.034,22641,244460,0,0,0,99.47,11,A,Urban,1
4820,35934,0.978,14247,187600,2,0,0,98.94,6,D,Urban,1
4821,10568,0.088,12052,57770,0,0,0,97.8,8,B,Urban,1
4822,9371,0.066,23366,120110,0,0,0,99.62,8,A,Rural,1
4823,12244,0.51,12425,105080,0,0,0,98.09,13,B,Rural,1
4824,73000,0.036,9868,24660,0,0,1,92.76,12,A,Urban,1
4825,2140,0.173,16440,783130,0,0,0,99.73,12,C,Urban,1
4826,35180,0.025,28120,372100,0,0,0,99.47,9,A,Urban,1
4827,104612,0.128,10232,33070,0,0,0,99.42,7,A,Rural,1
4828,44450,1,18625,257490,0,0,0,98.87,10,C,Urban,1
4829,102257,0.066,18265,112530,0,0,0,99.32,6,A,Rural,1
4830,110818,0.098,15700,287560,0,0,0,99.48,6,E,Rural,1
4831,859,0.069,26650,165140,0,0,0,99,10,B,Urban,1
4832,55504,0.172,13153,375040,0,0,0,99.26,20,B,Urban,1
4833,57639,0.04,9137,69080,1,0,0,99.55,5,A,Urban,1
4834,93989,1,10232,57510,0,0,0,99.84,2,B,Urban,1
4835,103923,0.289,26285,170310,0,0,0,98.89,15,A,Rural,1
4836,40416,0.029,23368,147540,0,0,0,99.16,15,A,Urban,1
4837,4482,0.039,17896,247140,0,0,0,99.12,7,B,Urban,1
4838,90154,1,10598,24730,0,0,0,,3,A,Urban,1
4839,112346,0.921,11695,180090,3,1,0,98.63,13,D,Rural,0
4840,111520,0.029,19359,217600,0,0,0,99.84,7,A,Urban,1
4841,39479,0.201,10594,63050,0,0,0,98.09,8,A,Rural,1
4842,89224,0.441,23738,157610,1,0,0,99.09,13,B,Urban,1
4843,73869,0.061,26651,286590,0,0,0,99.89,7,A,Rural,1
4844,24074,0.197,26291,48040,0,0,0,99.31,13,A,Rural,1
4845,29376,0.133,17899,307800,1,0,0,99.48,11,D,Rural,0
4846,65631,0.167,13883,168090,0,0,0,99.65,5,C,Urban,1
4847,100123,0.193,18259,367540,0,0,0,99.16,13,D,Rural,1
4848,82180,0.031,16431,130080,0,0,0,99.31,7,C,Urban,1
4849,44869,0.206,16805,223200,1,0,1,99.34,8,A,Urban,1
4850,51939,1,9862,26900,0,0,0,98.78,4,A,Urban,1
4851,39402,0.365,11320,900040,0,0,0,99.57,10,B,Urban,1
4852,904,0.284,29937,227730,0,0,0,99.53,10,A,Rural,1
4853,19518,0.234,27387,362580,0,0,0,99.71,10,A,Urban,1
4854,38158,0.898,11323,105140,0,0,0,99.18,8,A,Rural,1
4855,31653,0.031,27381,109690,1,0,0,99.88,8,B,Rural,1
4856,17209,0.976,18261,120050,2,0,0,98.95,9,C,Urban,1
4857,20726,0.029,18994,360110,0,0,0,99.55,16,B,Urban,1
4858,31167,0.085,16430,240070,0,0,0,97.97,7,C,Rural,1
4859,73734,0.674,27020,120090,0,0,0,98.38,17,A,Rural,1
4860,37777,0.019,22273,180110,0,0,0,99.06,12,A,Urban,1
4861,2142,0.24,20816,135060,0,0,0,98.12,7,A,Urban,1
4862,29669,0.859,22637,54030,0,0,0,99.7,6,A,Rural,1
4863,84747,0.024,12054,214190,1,0,0,98.77,11,A,Rural,1
4864,53030,0.064,22279,158680,0,0,0,99.88,6,A,Rural,1
4865,31628,1,21176,240110,3,1,1,,17,A,Urban,1
4866,30766,0,26653,46720,0,0,0,,8,A,Rural,1
4867,41649,0.381,17166,175110,0,0,0,98.97,14,A,Urban,1
4868,52535,0.5,10591,123080,0,0,0,99.57,10,A,Urban,1
4869,78809,0.291,21549,105510,0,0,0,99.26,11,B,Urban,1
4870,18644,0.025,14974,240170,0,0,0,99.2,8,D,Rural,1
4871,111337,0.026,19352,187100,0,0,0,98.71,8,D,Urban,1
4872,35651,0.758,20086,268900,2,1,3,99.16,12,B,Urban,1
4873,21751,0.006,15705,155860,0,0,0,99.41,9,B,Urban,1
4874,46644,0.067,16069,330120,0,0,0,98.56,6,B,Urban,1
4875,110022,0.77,20452,39170,1,0,0,99.04,8,C,Rural,1
4876,27019,0.179,17893,78150,0,0,1,97.08,9,A,Rural,1
4877,38935,0.376,16800,258830,0,0,0,99.34,28,D,Rural,1
4878,98854,0.223,17532,199490,2,0,1,99.34,10,A,Rural,1
4879,95340,0.993,20089,120040,1,0,0,97.47,14,B,Urban,0
4880,89491,0.201,14249,255090,1,0,0,99.42,16,B,Urban,1
4881,36883,0.004,25922,79540,0,0,0,99.52,7,A,Rural,1
4882,21170,0.067,25560,84140,0,0,0,99.3,6,A,Rural,1
4883,939,1,14613,45070,2,1,0,98.9,4,B,Urban,0
4884,1976,0.627,13513,58570,0,0,0,98.28,13,C,Rural,1
4885,108802,0.028,24464,95750,0,0,0,99.3,15,A,Rural,1
4886,13190,0.08,21175,202640,0,0,0,97.71,29,A,Urban,1
4887,50603,0.145,20446,382770,3,0,0,99.26,15,A,Urban,1
4888,70766,0.115,17894,148150,0,0,0,98.97,14,A,Rural,1
4889,62575,1,14607,56900,0,0,0,99.06,4,B,Urban,1
4890,61889,0.987,16069,118380,0,0,0,98.61,14,B,Rural,1
4891,44834,1,11330,108810,0,0,0,98.33,7,A,Urban,1
4892,44171,0.34,18986,141330,0,0,0,99.11,15,A,Urban,1
4893,91853,0.024,27017,60110,0,0,0,99.84,10,A,Urban,1
4894,25582,0.353,13882,186280,0,0,0,99.7,8,A,Urban,1
4895,94844,0.083,22272,330070,0,0,0,99.51,8,B,Urban,1
4896,26934,0.605,17899,156780,1,0,0,98.43,16,A,Rural,1
4897,88675,0.464,21177,237250,0,0,0,98.22,17,A,Rural,0
4898,21414,0.278,14244,376000,1,0,0,98.27,24,B,Urban,1
4899,86994,0.83,9861,66030,0,0,0,98.4,8,B,Urban,1
4900,9890,0.808,14608,114100,0,0,0,99.34,7,A,Urban,1
4901,99628,0.001,16430,84820,0,0,0,99.39,7,C,Urban,1
4902,108012,0.613,9135,105130,1,0,0,99.73,7,A,Rural,1
4903,98207,0.961,17534,232630,1,0,0,99.17,7,B,Urban,1
4904,40126,0.158,19355,487550,0,0,0,99.69,11,B,Urban,1
4905,62311,0.059,18627,169230,0,0,0,99.27,8,D,Rural,1
4906,7796,0.058,16430,445170,0,0,0,99.5,22,C,Rural,1
4907,29817,0.074,20819,67580,0,0,0,99.77,6,C,Rural,1
4908,77871,0.007,18985,248850,0,0,0,99.01,9,B,Urban,1
4909,89230,0.009,24828,272550,0,0,0,99.44,8,A,Rural,1
4910,84409,1,17532,51860,0,0,0,99.19,3,C,Urban,1
4911,79930,0.401,22280,120090,1,0,0,98.68,9,C,Urban,1
4912,105728,0.411,16805,35460,0,0,0,99.78,3,C,Urban,1
4913,57171,0.02,21547,150090,0,0,0,99.89,9,A,Rural,1
4914,92430,0.06,22270,168060,0,0,0,99.45,9,A,Urban,1
4915,100323,0.92,21175,200700,1,0,0,98.85,12,A,Rural,1
4916,99909,0.311,13519,147100,0,0,0,99.41,9,A,Rural,1
4917,105084,0.119,25922,153140,1,0,0,98.72,20,A,Rural,0
4918,27630,0.091,21184,286720,0,0,0,99.19,13,B,Urban,1
4919,72136,0.089,27389,138040,0,0,0,99.5,17,B,Urban,1
4920,23952,1,14246,225080,0,0,0,99.61,5,A,Urban,1
4921,35693,0.029,23736,120030,0,0,0,99.88,7,A,Urban,1
4922,25313,0,9504,24730,0,0,0,,3,A,Rural,1
4923,21217,0.45,13512,221560,0,0,0,98.67,18,A,Rural,1
4924,29472,0.999,15340,82920,1,0,1,97.34,9,D,Rural,0
4925,8419,0.154,14242,180040,0,0,0,99.5,9,C,Urban,1
4926,71650,0.536,27745,195050,0,0,0,99.73,9,A,Urban,0
4927,80822,0.095,10956,155090,0,0,0,99.36,12,A,Urban,1
4928,72835,0.19,21549,270060,0,0,0,99.78,8,A,Urban,1
4929,96521,0.098,23369,240140,0,0,0,98.95,13,B,Urban,1
4930,18923,0.012,10598,120130,0,0,0,99.69,11,A,Rural,1
4931,16882,0.047,24096,75150,0,0,0,97.32,14,A,Rural,1
4932,86870,0.876,17526,60130,0,0,0,97.46,5,C,Urban,1
4933,67069,0,11325,270110,0,0,0,99.18,6,C,Urban,1
4934,34626,0.88,19719,167420,0,0,0,99.44,5,B,Urban,1
4935,32891,0.368,23730,110640,0,0,0,98.97,13,B,Rural,1
4936,105566,0,9502,72120,0,0,0,,4,A,Rural,1
4937,55806,0.248,9500,195150,0,0,0,99.44,13,A,Urban,1
4938,70991,0.705,10595,30070,0,0,0,98.03,7,A,Urban,1
4939,15164,0.085,23731,89570,0,0,0,99.08,13,A,Urban,1
4940,40419,0.019,17896,200070,0,0,0,99.13,11,C,Rural,1
4941,61650,0.107,13517,186130,0,0,0,99.07,7,B,Urban,1
4942,81865,0.213,26657,315130,1,0,0,99,25,A,Urban,1
4943,104823,0,14241,174080,0,1,1,99.27,9,B,Urban,1
4944,94316,0.36,24095,311960,0,0,0,99.1,14,B,Urban,1
4945,99031,0.213,12790,287560,0,0,0,99.4,9,B,Urban,1
4946,72086,1,12051,257820,0,0,0,99.19,6,A,Urban,1
4947,93674,0.706,18993,238230,0,0,0,99.24,15,B,Urban,1
4948,79372,0.814,24463,256570,0,0,0,99.46,12,A,Rural,1
4949,979,0.146,16069,249180,0,0,0,99.18,12,A,Urban,1
4950,59585,0.011,23367,112470,0,0,0,99.68,6,A,Urban,1
4951,63711,0.316,10226,75140,0,0,0,99.28,7,A,Rural,1
4952,99173,0.072,32857,112610,0,0,0,99.88,4,A,Urban,1
4953,84889,0.064,9505,188550,0,0,0,98.94,8,B,Rural,1
4954,7212,0.821,11328,138170,0,0,0,99.49,17,B,Rural,1
4955,31136,0.011,20086,60110,0,0,0,98.23,9,A,Urban,1
4956,84368,0.558,13878,360050,0,0,0,98.91,16,D,Rural,1
4957,112278,0.072,17532,86180,0,0,0,98.72,9,A,Rural,1
4958,176,0.045,18256,142570,0,0,0,99.46,6,A,Rural,1
4959,66315,0.541,21540,240420,0,0,0,97.58,16,B,Rural,1
4960,34289,0.002,29209,438060,0,0,0,99.89,20,A,Rural,1
4961,6228,0.246,20814,262560,1,0,1,99.06,11,B,Rural,1
4962,22312,0.565,21184,165320,0,0,0,98.99,13,A,Urban,1
4963,55462,0.055,25192,152580,0,0,0,99.86,5,A,Urban,1
4964,83638,1,12060,59940,0,6,0,,2,C,Rural,1
4965,88010,1,30304,57050,0,0,0,,9,A,Urban,1
4966,80899,0.279,14977,660120,0,0,0,99.6,6,C,Rural,1
4967,2722,1,24105,69100,0,0,0,99.44,5,A,Rural,1
4968,38781,0.996,15708,49260,0,0,0,93.95,11,D,Rural,1
4969,70001,0.975,14613,80160,3,2,0,97.71,11,B,Urban,0
4970,98347,0,20813,63140,0,0,0,,4,D,Urban,1
4971,65150,1,21905,180130,0,0,0,98.82,10,C,Rural,1
4972,95430,0.805,18626,243090,0,0,0,98.98,13,B,Urban,1
4973,23838,0.012,23375,175030,0,0,0,99.68,10,D,Rural,1
4974,69816,0.059,8406,102040,0,0,0,99.76,7,A,Urban,1
4975,57363,0.062,16438,148940,0,0,0,99.62,7,A,Urban,1
4976,39178,0.019,18985,342770,0,0,0,99.34,11,A,Urban,1
4977,42457,0.706,9502,40220,0,0,0,98.98,5,A,Urban,1
4978,53683,0.511,14246,27030,3,0,0,,27,A,Rural,1
4979,81389,1,12785,113910,1,0,0,99.11,5,C,Urban,1
4980,10263,0.001,25196,112560,1,0,0,98.95,16,A,Urban,1
4981,23248,0.023,23733,250050,0,0,0,,7,A,Urban,1
4982,62471,0.917,16431,66950,0,0,0,99.72,6,C,Rural,0
4983,9455,0.133,13517,252090,0,0,0,98.65,22,B,Urban,1
4984,68034,0.001,21906,175060,0,0,0,99.47,19,A,Rural,1
4985,9250,0.516,13152,135030,0,0,0,99.53,9,C,Rural,1
4986,46512,1,16065,69120,1,0,0,99.51,6,B,Urban,1
4987,28297,0.17,19725,3600080,0,0,0,99.84,14,D,Urban,1
4988,67528,0,16439,210050,0,0,0,,3,D,Rural,1
4989,38155,1,13875,198780,4,2,1,99.59,8,A,Rural,0
4990,94590,0.852,21182,228050,1,0,0,98.72,14,A,Urban,1
4991,15378,0.124,20812,255090,0,0,0,99.4,7,A,Urban,1
4992,105072,0.178,18261,198020,0,0,1,99.11,12,A,Urban,1
4993,62610,0.072,19360,425070,0,0,0,99.31,38,B,Urban,1
4994,70554,0.864,20087,480120,0,0,1,98.97,19,D,Urban,1
4995,112828,0.926,10590,131480,3,0,1,99.06,10,A,Urban,1
4996,67689,0.388,11327,108120,0,0,0,98.87,7,C,Rural,1
4997,4439,0.004,23003,213040,0,0,0,99.52,11,A,Rural,1
4998,113187,0.096,17899,200070,0,0,0,98.02,25,B,Rural,1
4999,9761,0.017,14971,399130,0,0,0,98.91,11,C,Urban,1
5000,18638,0.03,16437,250020,0,0,0,99.23,12,B,Urban,1
5001,112425,0.038,16438,130920,0,0,0,99.58,9,A,Urban,1
5002,91622,0.751,17529,180110,0,0,0,99.1,13,D,Urban,1
5003,86503,0,19358,98170,0,0,0,99.39,4,B,Urban,1
5004,82214,0.033,28115,326040,0,0,0,99.84,6,A,Urban,1
5005,62528,0.055,18256,215010,0,0,0,99.36,4,B,Urban,1
5006,25273,0.167,13513,149460,0,0,0,99.32,9,A,Urban,1
5007,39595,0.002,18622,180120,0,0,0,99.79,17,C,Rural,1
5008,4969,0,30668,45140,0,0,0,99.48,9,A,Rural,1
5009,95878,0.016,28118,237460,0,0,0,99.88,17,A,Urban,1
5010,16775,0.092,20448,250020,0,0,0,99.52,9,A,Urban,1
5011,93247,0.417,13148,325020,0,0,0,99.07,13,C,Rural,1
5012,49489,0.028,18623,138520,0,0,0,99.71,15,A,Urban,1
5013,47507,0.545,15345,159470,0,0,0,98.56,11,C,Urban,1
5014,66583,1,13875,150030,0,0,0,,4,A,Rural,1
5015,8643,0.501,20445,202650,1,0,0,98.62,16,A,Rural,1
5016,22504,0.385,9137,48030,0,0,0,99.77,4,A,Rural,1
5017,82366,0.13,17893,160200,0,0,0,99.07,11,D,Urban,1
5018,73073,0.254,21544,197720,0,0,0,99.43,14,B,Urban,1
5019,8954,0.419,21180,297060,0,0,1,99.3,11,A,Urban,1
5020,37563,0.039,21176,180040,0,0,0,99.75,10,B,Urban,1
5021,64032,0.513,25922,54070,0,0,0,97.93,13,A,Urban,1
5022,25805,0.054,15345,75050,0,0,0,98.12,17,C,Urban,1
5023,10877,0.698,15710,155100,0,0,0,99.29,9,A,Rural,1
5024,70013,0.425,9504,60630,2,0,1,98.67,7,A,Rural,1
5025,90927,0.499,12420,57890,0,0,0,99.24,6,D,Rural,1
5026,3475,0.889,21545,112550,0,0,0,99.15,11,D,Urban,1
5027,6825,0.01,24835,275690,0,0,0,99.43,7,A,Rural,1
5028,401,0.019,23739,720050,0,0,0,,6,B,Urban,1
5029,82371,0.005,25194,168120,0,0,0,,9,C,Urban,1
5030,104260,0.016,29574,100120,0,0,0,99.89,9,A,Rural,1
5031,75635,0.193,20810,69100,0,0,0,99.44,9,A,Urban,1
5032,16541,0.33,16075,261380,2,0,0,99.81,6,B,Urban,1
5033,66019,0.607,11325,61900,2,0,1,97.19,14,A,Rural,1
5034,103680,0.084,14607,157630,0,0,0,99,7,A,Rural,1
5035,79281,0.091,12783,250460,0,0,0,98.99,10,A,Urban,1
5036,8583,0,23010,201040,0,0,0,99.31,10,A,Urban,1
5037,45260,0.033,27390,242790,0,0,0,99.89,7,A,Urban,1
5038,95298,0.003,21913,219290,0,0,0,,9,C,Rural,1
5039,46816,0.037,27021,460310,0,0,0,99.4,13,A,Rural,1
5040,5728,0.927,25561,171100,2,0,0,98.67,13,A,Urban,1
5041,29798,0.369,17528,289640,0,0,0,99.24,8,D,Rural,1
5042,87235,0.187,14245,450150,3,0,0,99.62,15,B,Urban,0
5043,29475,0.317,24832,1140060,0,0,0,98.84,34,A,Urban,1
5044,27338,0.378,19350,390140,1,0,0,98.77,22,A,Urban,1
5045,7248,0.01,37240,99060,0,0,0,99.89,5,A,Urban,1
5046,32935,0.508,28113,114060,0,0,0,98.36,14,A,Rural,0
5047,68984,0.782,18261,225100,0,0,0,98.76,15,B,Urban,1
5048,49320,0.023,22636,299260,0,0,0,99.1,15,C,Rural,1
5049,103199,0,17528,242260,0,0,0,99.87,5,B,Urban,1
5050,7878,0.201,30674,135050,0,0,0,99.23,8,A,Urban,1
5051,76566,0.031,24463,450070,0,0,0,99.53,25,B,Rural,1
5052,23389,0.005,10598,78290,0,0,0,99.47,12,A,Rural,1
5053,106929,0.156,11329,157130,0,0,0,99.8,8,B,Urban,1
5054,90336,0,16797,245050,0,0,0,99.09,9,A,Rural,1
5055,106278,0.899,14608,250090,3,0,0,99.09,15,C,Urban,1
5056,81178,0.018,26657,150130,0,0,0,99.87,12,B,Urban,1
5057,108350,0,22272,217610,0,0,0,99.24,7,A,Urban,1
5058,29436,0.054,17535,147100,0,0,0,98.97,10,B,Urban,1
5059,35327,0.008,15337,315240,0,0,0,99.8,7,C,Rural,1
5060,65439,0.205,20084,75130,0,0,0,99.04,14,A,Urban,1
5061,2910,1,18629,626580,0,1,3,99.42,10,B,Urban,0
5062,112566,0.196,16798,158010,0,0,0,98.66,8,A,Rural,1
5063,50294,0.277,13882,183120,0,0,0,98.61,19,C,Rural,1
5064,4835,0.694,14614,92360,0,0,0,98.54,12,A,Rural,0
5065,72667,0.029,15707,480030,0,0,0,99.24,9,C,Rural,1
5066,36719,0.92,12055,165150,0,0,0,99.62,6,B,Rural,1
5067,12708,0.009,9500,57610,0,0,0,99.36,11,A,Urban,1
5068,23857,0.774,18991,1170130,0,0,0,99.51,9,C,Rural,1
5069,37471,0.009,21914,175100,0,0,0,99.17,21,C,Rural,1
5070,39780,0.115,12420,198140,0,0,0,99.74,8,A,Urban,1
5071,47669,0,19358,40560,0,0,0,96.47,4,A,Rural,1
5072,78387,0.023,18623,84120,0,0,0,98.78,9,A,Rural,1
5073,51350,0.5,17168,90150,0,0,0,99.49,7,A,Urban,1
5074,48966,0.162,18990,400040,0,0,0,98.86,21,B,Rural,1
5075,53862,0.151,10957,150130,0,0,0,97.73,14,A,Rural,1
5076,60967,0.441,17899,120080,0,0,0,99.39,11,A,Urban,1
5077,60582,0.019,25925,250070,0,0,0,99.27,16,A,Rural,1
5078,14339,0,20086,216140,0,0,0,99.11,9,C,Rural,1
5079,44118,0.028,22270,303730,1,0,0,99.05,16,A,Urban,1
5080,24741,0.035,19354,600030,0,0,0,99.53,13,B,Rural,1
5081,70281,0.581,15707,180060,0,0,0,98.81,9,A,Rural,1
5082,69362,0.134,22274,473780,0,0,0,99.37,13,D,Urban,1
5083,101930,0.297,10958,78060,0,0,0,98.88,7,A,Urban,1
5084,43782,0.078,16798,250060,0,0,0,99.23,10,B,Urban,1
5085,72275,1,10961,105100,0,0,0,99.52,4,C,Rural,1
5086,44605,0.056,18626,165090,0,0,0,99.49,9,C,Urban,1
5087,42476,0.335,24464,31600,1,0,2,99.51,10,A,Urban,1
5088,69012,0.087,21542,80480,0,0,0,99.13,11,A,Urban,1
5089,105520,0.436,17531,126080,1,0,0,98.15,16,B,Rural,1
5090,15870,0.012,26654,315060,0,0,0,99.89,16,A,Urban,1
5091,29061,0.01,31037,212560,0,0,0,,5,A,Urban,1
5092,35579,1,11685,100110,0,0,0,97.11,16,B,Urban,1
5093,7242,0,20090,225030,0,0,0,99.44,10,C,Urban,1
5094,19053,0.874,9139,143100,0,0,0,99.53,7,C,Urban,1
5095,98534,0.329,8767,75130,0,0,0,99.36,7,A,Rural,1
5096,69187,1,13150,96060,0,0,0,,4,C,Urban,1
5097,9636,0.109,21179,240150,0,0,0,98.66,12,A,Urban,1
5098,8177,0.13,23731,90060,0,0,0,98.29,17,A,Urban,1
5099,5185,0.629,23004,135130,0,0,0,98.45,9,A,Rural,1
5100,110870,0.102,8769,112530,0,0,0,99.89,5,A,Urban,1
5101,80232,0.329,20086,255060,0,0,0,98.93,17,D,Rural,1
5102,112853,0,27745,67540,0,0,0,,6,A,Urban,1
5103,71327,0.358,23004,108660,0,0,0,98.94,8,A,Rural,0
5104,22405,0.063,23372,300120,0,0,0,99.58,29,A,Urban,1
5105,110996,0.506,28481,84030,0,0,0,97.87,11,A,Urban,1
5106,87841,0.064,20453,150030,1,0,0,99.24,9,A,Urban,1
5107,17793,0.221,16436,197420,0,0,0,99.44,7,C,Urban,1
5108,47348,0.61,22644,81120,0,17,0,99.35,9,A,Urban,0
5109,24791,0.84,17899,210050,1,0,0,95.21,31,B,Urban,1
5110,3448,0.089,18263,142790,0,0,0,98.97,17,B,Rural,1
5111,102464,0,22271,317900,0,0,0,99.37,14,C,Urban,1
5112,68155,0.765,20089,289220,3,0,0,97.76,17,C,Urban,1
5113,51657,1,16066,54080,0,0,0,99.39,7,B,Rural,1
5114,39107,0.002,14971,204060,0,0,0,98.92,9,C,Urban,1
5115,1910,0.107,10594,110070,0,0,0,99.23,9,A,Rural,1
5116,69067,0.191,19358,176520,1,0,0,98.82,15,B,Urban,1
5117,113140,0.033,13519,180070,0,0,0,99.57,10,B,Rural,1
5118,14172,0.6,14614,180340,0,0,0,98.31,13,A,Rural,0
5119,13434,0.34,11327,150080,0,0,0,98.98,11,A,Urban,1
5120,39198,0.021,15345,102570,1,0,0,98.63,8,C,Rural,1
5121,82842,0.989,13520,88440,1,2,2,99.41,5,A,Rural,0
5122,23125,1,15341,59760,0,0,0,96.71,5,C,Urban,1
5123,3944,0.088,20450,30110,0,0,0,99.86,4,B,Rural,1
5124,75773,0.448,14608,237080,0,0,0,99.49,9,B,Rural,1
5125,113573,0.045,22275,200080,0,0,0,99.66,25,B,Urban,1
5126,113455,0.128,21175,468280,0,0,0,99.31,24,B,Rural,1
5127,97931,0.325,21181,90110,0,0,0,99.09,4,B,Urban,1
5128,13828,0.025,17891,105120,2,0,1,94.98,9,C,Rural,1
5129,10626,0.001,23365,267630,0,0,0,99.28,11,A,Urban,1
5130,57523,0.982,18258,142060,2,0,0,99.32,19,B,Rural,1
5131,111941,0.154,22638,139990,0,0,0,99.16,14,A,Urban,1
5132,111978,0.064,22276,365980,0,0,0,99.39,17,B,Rural,1
5133,248,0.854,11321,100050,0,0,0,99.08,6,B,Rural,1
5134,39803,0.025,16803,250580,0,0,0,99.64,6,E,Rural,1
5135,88878,0.322,13148,81160,0,0,0,98.69,8,A,Rural,1
5136,17478,0.026,23006,262410,0,0,0,99.72,10,B,Rural,1
5137,109506,0.463,23368,258140,0,0,0,98.57,34,A,Rural,1
5138,243,0.036,20080,162100,0,0,0,99.75,6,A,Urban,1
5139,56923,0.182,23367,264110,2,0,1,99.63,18,B,Urban,1
5140,31166,0.09,10963,147830,0,0,0,99.15,9,B,Urban,1
5141,78823,0.464,20819,249590,0,0,0,99.12,12,A,Urban,1
5142,57447,1,8409,93230,1,1,0,99.43,4,A,Rural,1
5143,46424,0.173,14249,294750,0,0,0,98.69,26,D,Urban,1
5144,38571,0.479,11691,106580,0,0,0,99.32,6,D,Rural,1
5145,82116,0.012,21184,114150,0,0,0,99.41,11,A,Rural,1
5146,35784,0.036,19358,191520,0,0,0,98.31,13,A,Urban,1
5147,25425,0.263,22279,250080,1,0,0,98.56,20,A,Rural,1
5148,75185,0,21910,81930,0,1,0,99.68,5,A,Rural,1
5149,40316,0.27,17162,312090,0,0,0,99,11,C,Rural,1
5150,81383,0.203,16797,239280,0,0,1,98.92,12,C,Urban,1
5151,99013,1,25923,129130,0,0,0,99.76,3,A,Rural,1
5152,22542,0.932,21907,302270,1,0,0,98.59,19,A,Rural,0
5153,26627,0.012,22643,198390,0,0,0,99.37,14,A,Urban,1
5154,3231,0.014,19354,180150,0,0,0,99.28,12,B,Urban,1
5155,100361,0.111,14972,103780,0,1,0,97.2,14,A,Rural,1
5156,49367,1,8402,24650,0,0,0,99.88,3,A,Urban,1
5157,75207,0.096,18258,400020,0,0,0,99.17,8,A,Urban,1
5158,83562,0.095,20812,207580,0,0,0,97.99,18,A,Rural,1
5159,91359,0.006,28480,78080,0,0,0,99.89,16,A,Rural,1
5160,33651,0.086,19360,402540,0,0,0,99.58,9,C,Urban,1
5161,58022,0.191,18995,491970,0,0,0,99.43,14,D,Urban,1
5162,45659,0.711,21548,136120,0,0,0,99.07,16,A,Rural,1
5163,18052,0.43,19725,126060,0,0,0,99.35,7,A,Rural,1
5164,88773,0.034,20452,326080,0,0,0,99.33,11,B,Rural,1
5165,65273,0,21183,176430,0,0,0,99.38,11,A,Rural,1
5166,40957,0.862,14246,164710,0,0,0,98.88,15,B,Rural,1
5167,11232,0.057,10230,117130,0,0,0,99.75,10,A,Urban,0
5168,71275,0.534,12420,85930,0,0,0,99.15,12,A,Urban,1
5169,44843,0,13879,330090,0,0,0,98.75,11,B,Urban,1
5170,88596,0.53,22275,275020,0,0,0,98.82,9,A,Urban,1
5171,48107,0.479,21907,432560,1,0,0,99.05,22,A,Rural,1
5172,6726,0.842,17890,180090,3,0,0,97.03,13,A,Rural,1
5173,694,0,18257,48120,0,0,0,99.47,23,C,Rural,1
5174,35478,0.042,16074,129120,0,0,0,98.06,12,B,Urban,1
5175,111269,0.007,24463,195110,0,0,0,98.89,9,A,Rural,1
5176,41529,0.003,22644,120030,0,0,0,99.18,12,A,Rural,1
5177,30109,0.783,11692,144040,2,0,0,99.11,16,B,Urban,1
5178,92618,0.576,15704,105070,0,0,0,99.53,5,B,Rural,1
5179,62192,0.097,27750,30050,0,0,0,99.83,6,A,Urban,1
5180,77272,0.207,10965,201110,0,0,0,99.7,9,A,Urban,1
5181,3092,0.286,15338,190130,0,0,0,98.9,20,D,Rural,1
5182,18034,0.447,12055,205000,0,0,0,99.62,10,B,Urban,1
5183,46486,0.431,28845,120610,0,0,0,99.88,4,B,Rural,1
5184,12902,0.585,22270,308150,0,0,0,98.8,14,D,Urban,1
5185,8691,0.709,12417,135090,0,0,0,98.92,7,C,Urban,1
5186,38536,0.873,20820,144630,0,0,0,99.24,10,D,Rural,1
5187,89297,0.033,21914,203310,0,0,0,99.3,5,A,Rural,1
5188,52303,0.944,17163,211000,1,1,1,99.53,5,C,Urban,0
5189,3481,0.038,8775,76860,0,0,0,,7,A,Rural,1
5190,96046,0.031,26286,315150,0,0,0,99.89,11,A,Rural,1
5191,62756,0.42,22279,307500,0,0,0,98.93,10,B,Rural,1
